REFERENCIA|DESCRIPCION|MATERIAL / FABRICANTE|FECHA | COSTO | PRECIO |12|50|100|300|500|1000
L001BT|Chaleco cuello en V 2 Bolsillos de fuelle, forro en malla (Tallas S a XL) 1 Cordado tamaño pecho y 1 Bordado tamaño espalda|Boston||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
L001BTA|Chaleco cuello en V 2 Bolsillos de fuelle, forro en malla (Tallas S a XL) 1 Bordado tamaño pecho Alcaldia 1 Bordado tamaño pecho Bogotá humana, 1 bordado tamaño pecho Corporacion opcion legal y 1 Bordado tamaño espalda Bogotá humana|Boston||$30.800|$61.600|$59.752|$58.520|$55.440|$52.360|$49.280|$46.200
L001D|Chaleco cuello en V 3 Bolsillos (Tallas S a XL)|Dril||$14.000|$28.000|$27.160|$26.600|$25.200|$23.800|$22.400|$21.000
L001D_1|Chaleco cuello en V 3 Bolsillos (Tallas S a XL)|Dril||$20.000|$40.000||||||
L001D_2|Chaleco cuello en V 2 Bolsillos (Tallas S a XL)|Dril||$14.000|$28.000|$27.160|$26.600|$25.200|$23.800|$22.400|$21.000
L001H|Chaleco cuello en V 3 Bolsillos (Tallas S a XL)|Indigo 14 Oz||$16.000|$32.000|$31.040|$30.400|$28.800|$27.200|$25.600|$24.000
L001I|Chaleco cuello en V 3 Bolsillos (Tallas S a XL)|Impermeable ||$9.800|$19.600|$19.012|$18.620|$17.640|$16.660|$15.680|$14.700
L001I_2|Chaleco cuello en V 2 Bolsillos (Tallas S a XL)|Impermeable ||$9.800|$19.600|$19.012|$18.620|$17.640|$16.660|$15.680|$14.700
L001I_SFE1|Chaleco cuello en V 2 Bolsillos (Tallas S a XL) Estampado a una tinta en pecho y espalda|Impermeable ||$12.200|$24.400|$23.668|$23.180|$21.960|$20.740|$19.520|$18.300
L001IF|Chaleco cuello en V 3 Bolsillos, forro en malla (Tallas S a XL)|Impermeable ||$19.700|$39.400|$38.218|$37.430|$35.460|$33.490|$31.520|$29.550
L001MG|Chaleco cuello en V 2 Bolsillos, forro en malla (Tallas S a XL)|Microfibra Gamuzada||$19.700|$39.400|$38.218|$37.430|$35.460|$33.490|$31.520|$29.550
L002D|Chaleco tipo periodista 6 bolsillos, sin forro. (Tallas S a XL)|Dril||$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
L002DF|Chaleco tipo periodista 6 bolsillos, forro en malla. (Tallas S a XL)|Dril||$22.000|$44.000||||||
L002DR1|Chaleco sencillo 4 bolsillos 1 cinta reflectiva 1 en contorno (Tallas S a XL)|Dril||$18.000|$36.000|$34.920|$34.200|$32.400|$30.600|$28.800|$27.000
L002DSF|Chaleco tipo periodista 4 bolsillos, 2 bolsillos de fuelle con iata y uno con cremallera. Sin forro. (Tallas S a XL)|Dril||$16.000|$32.000|$31.040|$30.400|$28.800|$27.200|$25.600|$24.000
L002N|Chaleco tipo periodista 6 bolsillos, forrado en malla, con bordado en pecho y espalda (Tallas S a XL) |Nautica||$25.050|$50.100|$48.597|$47.595|$45.090|$42.585|$40.080|$37.575
L003A|Chaleco tipo periodista 8 bolsillos forrado en malla (Tallas S a XL)|Antifluido||$20.000|$40.000||||||
L003D|Chaleco tipo periodista 8 bolsillos forrado en malla (Tallas S a XL)|Dril||$21.500|$43.000|$41.710|$40.850|$38.700|$36.550|$34.400|$32.250
L003D_RC|Chaleco tipo periodista 8 bolsillos forrado en malla (Tallas S a XL) reflectivo 2 en contorno|Dril||$29.000|$58.000|$56.260|$55.100|$52.200|$49.300|$46.400|$43.500
L003DR1|Chaleco tipo periodista 8 bolsillos Sin forro (Tallas S a XL) reflectivo en tela  2 en contorno|Dril||$29.000|$58.000|$56.260|$55.100|$52.200|$49.300|$46.400|$43.500
L003E|Chaleco tipo periodista 8 bolsillos forrado en malla (Tallas S a XL)|Serrosport||$19.000|$38.000|$36.860|$36.100|$34.200|$32.300|$30.400|$28.500
L003EGV|Chaleco tipo periodista 4 bolsillos dos de parche superiores con cremallera y dos de fuelle inferiores con cremallera forrado en malla (Tallas S a XL) reflectivo 2 en tela. Superior e inferior en contorno|Serrosport||$22.850|$45.700|$44.329|$43.415|$41.130|$38.845|$36.560|$34.275
L003H|Chaleco tipo periodista Prelavado 2 bolsillos de parche superiores y 2 Bolsillos de fuelle interiores, todos con Tapa,  Sin Forro  (Tallas S a XL)|índigo 13/14 Onz|14/04/2015|$22.500|$45.000|$43.650|$42.750|$40.500|$38.250|$36.000|$33.750
L003N _RC|Chaleco tipo periodista 8 bolsillos forrado en malla (Tallas S a XL) reflectivo 2 en contorno|Nautica||$29.000|$58.000|$56.260|$55.100|$52.200|$49.300|$46.400|$43.500
L003P|Chaleco tipo periodista 4 bolsillos cuello camisero forro en malla (tallas s a xl)|Dril||$29.000|$58.000||||||
L004D|Chaleco tipo IDU 4 bolsillos (Tallas S a XL)|Dril||$19.200|$38.400|$37.248|$36.480|$34.560|$32.640|$30.720|$28.800
L004D_1|Chaleco tipo IDU 6 bolsillos (Tallas S a XL)|Dril||$22.000|$44.000||||||
L004I|Chaleco tipo IDU 4 bolsillos (Tallas S a XL)|Impermeable ||$14.600|$29.200|$28.324|$27.740|$26.280|$24.820|$23.360|$21.900
L004R|Chaleco tipo IDU 3 bolsillos con reflectivo clase I (Tallas S a XL)|Dril||$28.000|$56.000||||||
L004T|Chaleco tipo IDU 4 bolsillos (Tallas S a XL)|Bases Lafayette||$33.700|$67.400||||||
L005I|Chaleco alta visibilidad con reflectivo clase I (Tallas XS a XL)|Impermeable ||$12.400|$24.800|$24.056|$23.560|$22.320|$21.080|$19.840|$18.600
L005I_ 1|Chaleco Alta visivilidad con reflectivo en contorno, figura en la espalda, 2 bordados tamaño pecho y uno espalda |impermeable||$20.600|$41.200|$39.964|$39.140|$37.080|$35.020|$32.960|$30.900
L005Y|Chaleco alta visibilidad con reflectivo clase I (Tallas XS a XL)|Malla AV||$18.300|$36.600|$35.502|$34.770|$32.940|$31.110|$29.280|$27.450
L005YI|Chaleco alta visibilidad con reflectivo clase I (Tallas unica )|Importado||$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
L006I|Chaleco alta visibilidad con reflectivo clase II (Tallas XS a XL)|Impermeable ||$14.000|$28.000|$27.160|$26.600|$25.200|$23.800|$22.400|$21.000
L006YI|Chaleco alta visibilidad con reflectivo clase II Importado (Tallas XS a XL)|Malla AV||$8.000|$16.000|$15.520|$15.200|$14.400|$13.600|$12.800|$12.000
L007E|Chaleco acolchado alpinista sencillo 2 bolsillos de ribete (Tallas XS a XL)|Serrosport||$17.000|$34.000|$32.980|$32.300|$30.600|$28.900|$27.200|$25.500
L007E_1|Chaleco acolchado alpinista sencillo 2 bolsillos de ribete 2 bordados (Tallas XS a XL)|Serrosport||$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
L007E_2|Chaleco acolchado alpinista sencillo 2 bolsillos de ribete 4 bordados (Tallas XS a XL)|Serrosport||$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
L007E14|Chaleco acolchado alpinista DOBLE FAZ 2 bolsillos de ribete (Tallas XS a XL)|Serrosport||$20.650|$41.300|$40.061|$39.235|$37.170|$35.105|$33.040|$30.975
L007I|Chaleco acolchado alpinista sencillo 2 bolsillos de ribete (Tallas XS a XL)|Impermeable ||$16.000|$32.000|$31.040|$30.400|$28.800|$27.200|$25.600|$24.000
L007IFC|Chaleco acolchado alpinista sencillo, FORRO FLECCE 2 bolsillos de ribete (Tallas XS a XL)|Impermeable ||$19.000|$38.000|$36.860|$36.100|$34.200|$32.300|$30.400|$28.500
L007MG14|Chaleco Alpinista 2 Bolsillos, Doble Faz (Tallas S a XL)|Microfibra Gamuzada||$21.850|$43.700|$42.389|$41.515|$39.330|$37.145|$34.960|$32.775
L007T|Chaleco acolchado alpinista sencillo 2 bolsillos de ribete (Tallas XS a XL)|Bases Lafayette||$27.500|$55.000|$53.350|$52.250|$49.500|$46.750|$44.000|$41.250
L007T_1|Chaleco forro en malla  alpinista 7 bolsillos de fuelle (Tallas XS a XL)|Bases Lafayette||$30.000|$60.000|$58.200|$57.000|$54.000|$51.000|$48.000|$45.000
L007Z|Chaleco acolchada cuello alpinista bolsillos de ribete diagonales (Tallas XS a XL)|Vendaval||$22.500|$45.000|$43.650|$42.750|$40.500|$38.250|$36.000|$33.750
L007Z1|Chaleco acolchado cuello alpinista bolsillos de ribete diagonales reflectivo clase 1 (Contorno pecho) (Tallas XS a XL)|Vendaval||$24.500|$49.000|$47.530|$46.550|$44.100|$41.650|$39.200|$36.750
L008|Chaleco Cuello Alpinista, forrado en malla, con tapacremallera, 2 bolsillos frontales inferiores de parche con tapa y velcro, 2 bordados tamaño frontal básico|Vendaval Croushed ||$31.250|$62.500|$60.625|$59.375|$56.250|$53.125|$50.000|$46.875
L008E|Chaleco acolchado alpinista 3 bolsillos de fuelle con tapacremallera (Tallas XS a XL)|Serrosport||$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
L008EFC|Chaleco acolchado alpinista 3 bolsillos de fuelle, un portacarne forro flecce (Tallas XS a XL) |Serrosport||$23.600|$47.200|$45.784|$44.840|$42.480|$40.120|$37.760|$35.400
L008ET|Chaleco Acolchado Alpinista con capota|||$1.476.387|$2.950.274|$2.861.766|$2.802.760|$2.655.247|$2.507.733|$2.360.219|$2.212.706
L008I|Chaleco acolchado alpinista 3 bolsillos de fuelle con tapacremallera (Tallas XS a XL)|Impermeable ||$16.000|$32.000|$31.040|$30.400|$28.800|$27.200|$25.600|$24.000
L008I_1|Chaleco acolchado alpinista 3 bolsillos de fuelle con tapacremallera (Tallas XS a XL), forro en seda 1 bordado pecho, 2  espalda|Serrosport||$23.000|$46.000|$44.620|$43.700|$41.400|$39.100|$36.800|$34.500
L008MG|Chaleco Deportivo alpinista,  Forro en algodón perchado, con Capota (Tallas XS a XL)|Microfibra Gamuzada||$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
L008TZ|Chaleco acolchado alpinista 6 bolsillos 2 de fuelle superiores, 2 en el medio internos con cremallera y 2 inferiores de fuelle. con tapacremallera, broche plàstico (Tallas XS a XL)|Vendaval Liso|05/05/2015|$35.000|$70.000|$67.900|$66.500|$63.000|$59.500|$56.000|$52.500
L008Z|Chaleco acolchado alpinista 3 bolsillos de fuelle con tapacremallera (Tallas XS a XL)|Vendaval||$29.000|$58.000|$56.260|$55.100|$52.200|$49.300|$46.400|$43.500
L009_IC|Chaleco contraloría, cuello alpinista forrado en malla, 4 bolsillos en frente y uno en la espalda, bolsillos adicionales laterales bordado, tamaño pecho, bordado tamaño espalda.|Impermeable||$27.000|$54.000|$52.380|$51.300|$48.600|$45.900|$43.200|$40.500
L009I Chaleco City| acolchado alpinista 4 bolsillos (Tallas XS a XL)|Serrosport||$17.500|$35.000|$33.950|$33.250|$31.500|$29.750|$28.000|$26.250
L010D|Chaleco tipo brigadista sencillo cuello V (Tallas XS a XL) |Dril||$16.000|$32.000|$31.040|$30.400|$28.800|$27.200|$25.600|$24.000
L010D_1|Chaleco tipo brigadista cuello en V con cremallera frontal, dos franjas reflectivas horizontales 6 bolsillos palabra brigadista en espalda|DRIL RAZA ||$23.500|$47.000|$45.590|$44.650|$42.300|$39.950|$37.600|$35.250
L010I|Chaleco tipo brigadista sencillo cuello V (Tallas XS a XL)|Impermeable||$10.000|$20.000|$19.400|$19.000|$18.000|$17.000|$16.000|$15.000
L010IRC|Chaleco tipo brigadista sencillo cuello V, dos bolsillos, reflectivo en tela 1 palabra brigadista estampada a una tinta en la espalda (Tallas XS a XL)|Impermeable ||$12.000|$24.000|$23.280|$22.800|$21.600|$20.400|$19.200|$18.000
L011I|Chaleco tipo brigadista bicolor sencillo cuello V (Tallas XS a XL)|Impermeable ||$15.000|$30.000|$29.100|$28.500|$27.000|$25.500|$24.000|$22.500
L012D|Chaleco tipo brigadista cuello V, 6 bolsillos, reflectivo en contorno hombro espalda y bolsillos inferiores de 2''|Dril||$30.200|$60.400|$58.588|$57.380|$54.360|$51.340|$48.320|$45.300
L012D_S|Chaleco tipo brigadista medico cuello V (Tallas XS a XL) |Dril||$26.000|$52.000|$50.440|$49.400|$46.800|$44.200|$41.600|$39.000
L012I|Chaleco tipo brigadista cuello V, 6 bolsillos, reflectivo en contorno hombro espalda y bolsillos inferiores de 2''|Impermeable ||$30.200|$60.400|$58.588|$57.380|$54.360|$51.340|$48.320|$45.300
L012TF|Chaleco tipo brigadista, forrado cuello V 5 bolsillos de fuelle reflectivo 2 en contorno (Tallas XS a XL)  – BRIGADA DE EMERGENCIAS.|Tempestad||$38.600|$77.200|$74.884|$73.340|$69.480|$65.620|$61.760|$57.900
L013BT|Chaleco acolchado tipo brigadista full 6 Bolsillos (Tallas XS a XL)|Boston|05/05/2015|$34.500|$69.000|$66.930|$65.550|$62.100|$58.650|$55.200|$51.750
L013I|Chaleco acolchado tipo brigadista full (Tallas XS a XL)|Impermeable |05/05/2015|$31.000|$62.000|$60.140|$58.900|$55.800|$52.700|$49.600|$46.500
L014Y|Chaleco Gold Emergencia, alta visibilidad con reflectivo clase II|Malla AV||$32.500|$65.000|$63.050|$61.750|$58.500|$55.250|$52.000|$48.750
L014Y_7|Chaleco Gold Emergencia, alta visibilidad con reflectivo clase II Reflectivo Marca 3M|Malla AV||$44.000|$88.000|$85.360|$83.600|$79.200|$74.800|$70.400|$66.000
L015|Chaleco para moto elaborado en reata cintas reflectivas y ajuste con hebillas plásticas|Reata||$10.000|$20.000|$19.400|$19.000|$18.000|$17.000|$16.000|$15.000
L016I|Chaleco tipo brigadista 4 bolsillos tipo fuelle cuello alpinista reflectivo 2 contorno interior forro seda (Tallas XS a XL)|Impermeable ||$18.500|$37.000|$35.890|$35.150|$33.300|$31.450|$29.600|$27.750
L017D|Chaleco cuello en V 3 Bolsillos Con Respiradores en malla en el costado, ideal para climas cálido (Tallas S a XL)|Dril||$15.500|$31.000|$30.070|$29.450|$27.900|$26.350|$24.800|$23.250
L017DR|Chaleco acolchado tipo oficina, doble faz de cuello alpinista y tapacremallera|Dril||$30.000|$60.000|$58.200|$57.000|$54.000|$51.000|$48.000|$45.000
L017OR|Chaleco acolchado tipo oficina, doble faz de cuello alpinista y tapacremallera|Orion y Winner Plus||$49.000|$98.000|$95.060|$93.100|$88.200|$83.300|$78.400|$73.500
L017ORY|Chaleco Alpinista 2 Bolsillos, Forro Malla (Tallas S a XL)|Orion||$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
L018Y|Chaleco brigasdista para perro, Reflectivo 2 con correas de ajuste|Malla Rigida||$17.020|$34.040|$33.019|$32.338|$30.636|$28.934|$27.232|$25.530
L019Y1|Chaleco brigasdista para perro, Reflectivo 2 con correas de ajuste|Malla ||$11.520|$23.040|$22.349|$21.888|$20.736|$19.584|$18.432|$17.280
L020J|Chaleco brigasdista para perro, Reflectivo 2 con correas de ajuste|Lona||$13.720|$27.440|$26.617|$26.068|$24.696|$23.324|$21.952|$20.580
L021|Chaleco para meseros botones en frente forrado en seda cuello de solapa. solo parte frontal y ajuste en broche en la espalda a la altura de la cintura (talla S a XL)|Linoflex||$15.000|$30.000|$29.100|$28.500|$27.000|$25.500|$24.000|$22.500
L021_A|Chaleco formal clasico botones en frente forrado en seda cuello V bolsillos de rivere (talla S a XL) |Linoflex||$16.471|$32.942|$31.954|$31.295|$29.648|$28.001|$26.354|$24.707
L021_S|Chaleco formal clasico botones en frente forrado en seda cuello V bolsillos de rivere (talla S a XL) |Bases Sutex (Mínimo 20  por color)||$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
L021BT|Chaleco mesero, raya tiza|Raya tiza||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
L022D|Chaleco fabricado en dril Laboral color rojo y color negro, 100% algodón, resistente a la tracción y al rasgado, encogimiento promedio de 2%.| Dril ||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
L023J|Chaleco Salvavidas, Confeccionado en tela de poliéster, Abierto a los lados. Sujeto por cuatro tensores en la parte lateral. Relleno de espuma de célula cerrada de microburbujas, Reatas de seguridad en la zona pélvica, Soporte de nuca para mantener la cara del usuario fuera del agua. Se ajusta a cualquier fisionomia.|FD||$44.500|$89.000|$86.330|$84.550|$80.100|$75.650|$71.200|$66.750
L024I|Chaleco (2 colores, sin acolche) alpinista 3 bolsillos de fuelle con broche plástico, capota y guardacapota, tapacremallera con broches, Reflectivo en tela 2 en espalda y contorno|Impermeable||$22.000|$44.000|$42.680|$41.800|$39.600|$37.400|$35.200|$33.000
L024PR|Chaleco envolvente para dama, Talla Unica|Ponti Roma||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
L025OR|Chaleco Chronos acolchado en rombos con Rib en cuello, diseño masculino (Tallas XS a XL)|Orion||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
L025RC1|Chaleco  Reflectivo en X  pvc2 Certificado|PVC 2||$10.000|$20.000|$19.400|$19.000|$18.000|$17.000|$16.000|$15.000
L025RC1_1|Chaleco  Reflectivo en X  pvc2 No certificado|PVC 2||$6.500|$13.000|$12.610|$12.350|$11.700|$11.050|$10.400|$9.750
L026OR|Chaleco Chronos acolchado en rombos con Rib en cuello y costados, diseño femenino (Tallas XS a XL)|Orion||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
L026R2|Chaleco brigadista con reflectivo 1 y 2 , bolsillos de parche en frente y espalda y 2 bolsillos en malla en frente. Estampados en  espalda la parlabra BRIGADISTA|Impermeable y reflectivo ||$32.000|$64.000|$62.080|$60.800|$57.600|$54.400|$51.200|$48.000
L027PI| CHALECO GEOLOGO POPLIN AZUL RFX|Popelina Azul||$21.541|$43.082|$41.790|$40.928|$38.774|$36.620|$34.466|$32.312
L028PI| CHALECO GEOLOGO POPLIN NARANJA|Popelina Naranja||$21.541|$43.082|$41.790|$40.928|$38.774|$36.620|$34.466|$32.312
L029D|Chaleco Alpinista 3 bolsillos de parche con respiradores|Dril||$17.000|$34.000|$32.980|$32.300|$30.600|$28.900|$27.200|$25.500
L030BT|Chaleco DSV tipo periodista 10 bolsillos, forro malla reflectivo en tela 2 (Tallas S a XL)|Boston||$29.000|$58.000|$56.260|$55.100|$52.200|$49.300|$46.400|$43.500
L030D|Chaleco DSV tipo periodista 10 bolsillos, forro malla reflectivo en tela 2 (Tallas S a XL)|Dril||$35.000|$70.000|$67.900|$66.500|$63.000|$59.500|$56.000|$52.500
L030E|Chaleco DSV tipo periodista 10 bolsillos, forro malla reflectivo en tela 2 (Tallas S a XL)|Serrosport||$29.000|$58.000|$56.260|$55.100|$52.200|$49.300|$46.400|$43.500
L031FC|Chaleco Cuello Alpinista, corte frontal y en costados. Bolsillos de ribete verticales y bolsillo de parche frontal superio|Flecce|29/04/2015|$14.000|$28.000|$27.160|$26.600|$25.200|$23.800|$22.400|$21.000
L031H|Chaleco tipo levis, tallas de la S a la XL unisex|Indigo 14 Onz|08/04/2015|$19.000|$38.000|$36.860|$36.100|$34.200|$32.300|$30.400|$28.500
L032| CHALECO SALVAV. NAVIERO BEBE REEBAG| REEBAG|27/04/2015|$22.000|$44.000|$42.680|$41.800|$39.600|$37.400|$35.200|$33.000
L033|CHALECO SALVAVIDAS NAVIERO MINI JUNIOR| REEBAG|27/04/2015|$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
L034| CHALECO SALVAVIDAS NAVIERO JUNIOR| REEBAG|27/04/2015|$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
L035| CHALECO SALVAVIDAS NAVIERO TALLA S | REEBAG|27/04/2015|$28.000|$56.000|$54.320|$53.200|$50.400|$47.600|$44.800|$42.000
L036| CHALECO SALVAVIDAS NAVIERO TALLA M,L,XL| REEBAG|27/04/2015|$38.000|$76.000|$73.720|$72.200|$68.400|$64.600|$60.800|$57.000
L037| CHALECO SALVAVIDAS NAVIERO XXL RG| REEBAG|27/04/2015|$44.000|$88.000|$85.360|$83.600|$79.200|$74.800|$70.400|$66.000
L038| CHALECO SALVAVIDAS NAVIERO XXL RG| REEBAG|27/04/2015|$60.000|$120.000|$116.400|$114.000|$108.000|$102.000|$96.000|$90.000
L039FC|Chaleco Cuellot tortuga, con diseño de cortes y bolsillos diagonales con cremallera|Flecce|13/07/2015|$18.600|$37.200|$36.084|$35.340|$33.480|$31.620|$29.760|$27.900
L040|Chaleco de protección para motorizado Monster (Talla Unica)|Importado|23/07/2015|$54.310|$108.621|$105.362|$103.190|$97.759|$92.328|$86.897|$81.466
L041|Chaleco de protección para motorizado con ajuste de cordones laterales  (Talla Unica)|Lona|23/07/2015|$31.034|$62.069|$60.207|$58.966|$55.862|$52.759|$49.655|$46.552
L042|Chaleco de protección para motorizado protectores en Eva  (Talla Unica)|Lona|23/07/2015|$40.000|$80.000|$77.600|$76.000|$72.000|$68.000|$64.000|$60.000
L043E|Chaleco cuello alpinista sin acolche, con forro en seda, y un bolsilo horizontal en pecho derecho|Boston|11/09/2015|$19.500|$39.000|$37.830|$37.050|$35.100|$33.150|$31.200|$29.250
L043D|Chaleco cuello alpinista sin acolche, con forro en seda, y un bolsilo horizontal en pecho derecho|Dril|11/09/2015|$21.000|$42.000|$40.740|$39.900|$37.800|$35.700|$33.600|$31.500
L044Y|Chaleco Cuello V, en malla con apresto, 2 cintas reflectivas2 en PVC en contorno. Contorno total de sisa, cuello cremallera y dobladillo con sesgo (colores disponibles: negro, blanco, y azul oscuro)|MALLA Lafayyete|07/10/2015|$13.000|$26.000|$25.220|$24.700|$23.400|$22.100|$20.800|$19.500
L045Y|Chaleco Cuello V, en malla con apresto, 2 cintas reflectivas 3M 2 en tela en contorno. Cuello cremallera y dobladillo con sesgo (colores disponibles:naranja - verde 2 bordados espalda|MALLA Lafayyete|03/11/2015|$27.100|$54.200|$52.574|$51.490|$48.780|$46.070|$43.360|$40.650
L046D|Chaleco cuello alpinista 2 bolsillo con diseño en frente (embone)|Dril Twill (Importado)|03/11/2015|$15.180|$30.360|$29.449|$28.842|$27.324|$25.806|$24.288|$22.770
L047E|Chaleco Doble Faz Bicolor cuello alpinista. Faz Impermeable de 8 bolsillos con tapas y cremalleras. Faz Térmico en algodón perchado de alta resistencia anti motas. (Tallas XS a XL)|Boston y Algodón Perchado |02/02/2016|$47.500|$95.000|$92.150|$90.250|$85.500|$80.750|$76.000|$71.250
L048|Chaleco   Motorizado Protecion en PVC, Reflectivo Reflomax 2 Pulgadas,Ajuste en Velcro  de 2 Pulgadas Hombros y 4 Pulgadas Correas Laterales , Sistema de Ajuste Resorte de  1/2 Pulgadas Ribete Contorno Cuerpo en Maya PVC |LONA|10/03/2016|$46.000|$92.000|$89.240|$87.400|$82.800|$78.200|$73.600|$69.000
CHALECOS |PERSONALIZADOS (L900 A L999)||||||||||
L9014YI|Chaleco alta visibilidad con reflectivo clase I (Tallas unica ), con bolsillo en acetato|Importado||$9.000|$18.000|$17.460|$17.100|$16.200|$15.300|$14.400|$13.500
